,x,y,w
19293,0.7000000000000001,1.75,100
19294,0.75,1.8,100
19295,0.75,1.85,100
19296,0.8,1.85,100
19297,0.8,1.9000000000000001,100
19298,0.8500000000000001,1.9500000000000002,100
19299,0.9,2.0,100
19300,0.9,2.0500000000000003,100
19301,0.9500000000000001,2.1,100
19302,0.9500000000000001,2.1,100
19303,1.0,2.15,100
19304,1.05,2.2,100
19305,1.05,2.25,100
19306,1.1,2.3000000000000003,100
19307,1.1,2.35,100
19308,1.1500000000000001,2.35,0
19309,0.6000000000000001,1.6,100
19310,0.6000000000000001,1.6500000000000001,100
19311,0.65,1.6500000000000001,100
19312,0.65,1.7000000000000002,100
19313,0.7000000000000001,1.75,100
19314,0.7000000000000001,1.8,100
19315,0.75,1.85,100
19316,0.8,1.9000000000000001,100
19317,0.8,1.9000000000000001,100
19318,0.8500000000000001,1.9500000000000002,100
19319,0.8500000000000001,2.0,100
19320,0.9,2.0500000000000003,100
19321,0.9500000000000001,2.1,100
19322,0.9500000000000001,2.15,100
19323,1.0,2.2,100
19324,1.0,2.2,100
19325,1.05,2.25,100
19326,1.1,2.3000000000000003,100
19327,1.1,2.35,100
19328,1.1500000000000001,2.4000000000000004,0
19329,0.6000000000000001,1.6,100
19330,0.6000000000000001,1.6500000000000001,100
19331,0.65,1.6500000000000001,100
19332,0.65,1.7000000000000002,100
19333,0.7000000000000001,1.75,100
19334,0.7000000000000001,1.8,100
19335,0.75,1.85,100
19336,0.8,1.9000000000000001,100
19337,0.8,1.9500000000000002,100
19338,0.8500000000000001,1.9500000000000002,100
19339,0.8500000000000001,2.0,100
19340,0.9,2.0500000000000003,100
19341,0.9,2.1,100
19342,0.9500000000000001,2.15,100
19343,1.0,2.2,100
19344,1.0,2.25,100
19345,1.05,2.3000000000000003,100
19346,1.05,2.3000000000000003,100
19347,1.1,2.35,100
19348,1.1500000000000001,2.4000000000000004,0
19349,0.6000000000000001,1.6,100
19350,0.6000000000000001,1.6500000000000001,100
19351,0.65,1.6500000000000001,100
19352,0.65,1.7000000000000002,100
19353,0.7000000000000001,1.75,100
19354,0.7000000000000001,1.8,100
19355,0.75,1.85,100
19356,0.75,1.9000000000000001,100
19357,0.8,1.9000000000000001,100
19358,0.8,1.9500000000000002,100
19359,0.8500000000000001,2.0,100
19360,0.8500000000000001,2.0500000000000003,100
19361,0.9,2.1,100
19362,0.9500000000000001,2.15,100
19363,0.9500000000000001,2.15,100
19364,1.0,2.2,100
19365,1.0,2.25,100
19366,1.05,2.3000000000000003,100
19367,1.05,2.35,100
19368,1.1,2.4000000000000004,100
19369,1.1,2.4000000000000004,0
19370,0.6000000000000001,1.6,100
19371,0.6000000000000001,1.6500000000000001,100
19372,0.65,1.6500000000000001,100
19373,0.65,1.7000000000000002,100
19374,0.7000000000000001,1.75,100
19375,0.7000000000000001,1.8,100
19376,0.75,1.85,100
19377,0.75,1.9000000000000001,100
19378,0.8,1.9500000000000002,100
19379,0.8,2.0,100
19380,0.8500000000000001,2.0500000000000003,100
19381,0.9,2.0500000000000003,100
19382,0.9,2.1,100
19383,0.9500000000000001,2.15,100
19384,0.9500000000000001,2.2,100
19385,1.0,2.25,100
19386,1.0,2.3000000000000003,100
19387,1.05,2.35,100
19388,1.05,2.4000000000000004,100
19389,1.1,2.45,0
19390,0.6000000000000001,1.6,100
19391,0.6000000000000001,1.6500000000000001,100
19392,0.6000000000000001,1.6500000000000001,100
19393,0.65,1.7000000000000002,100
19394,0.7000000000000001,1.75,100
19395,0.7000000000000001,1.8,100
19396,0.75,1.85,100
19397,0.75,1.9000000000000001,100
19398,0.8,1.9500000000000002,100
19399,0.8,2.0,100
19400,0.8500000000000001,2.0,100
19401,0.8500000000000001,2.0500000000000003,100
19402,0.9,2.1,100
19403,0.9,2.15,100
19404,0.9500000000000001,2.2,100
19405,0.9500000000000001,2.25,100
19406,1.0,2.3000000000000003,100
19407,1.0,2.35,100
19408,1.05,2.4000000000000004,100
19409,1.05,2.4000000000000004,100
19410,1.1,2.45,0
19411,0.55,1.6,100
19412,0.6000000000000001,1.6500000000000001,100
19413,0.6000000000000001,1.6500000000000001,100
19414,0.65,1.7000000000000002,100
19415,0.7000000000000001,1.75,100
19416,0.7000000000000001,1.8,100
19417,0.7000000000000001,1.85,100
19418,0.75,1.9000000000000001,100
19419,0.8,1.9500000000000002,100
19420,0.8,2.0,100
19421,0.8,2.0500000000000003,100
19422,0.8500000000000001,2.0500000000000003,100
19423,0.9,2.1,100
19424,0.9,2.15,100
19425,0.9500000000000001,2.2,100
19426,0.9500000000000001,2.25,100
19427,1.0,2.3000000000000003,100
19428,1.0,2.35,100
19429,1.05,2.4000000000000004,100
19430,1.05,2.45,100
19431,1.1,2.45,0
19432,0.55,1.6,100
19433,0.6000000000000001,1.6500000000000001,100
19434,0.6000000000000001,1.7000000000000002,100
19435,0.65,1.7000000000000002,100
19436,0.65,1.75,100
19437,0.7000000000000001,1.8,100
19438,0.7000000000000001,1.85,100
19439,0.75,1.9000000000000001,100
19440,0.75,1.9500000000000002,100
19441,0.8,2.0,100
19442,0.8,2.0500000000000003,100
19443,0.8500000000000001,2.0500000000000003,100
19444,0.8500000000000001,2.1,100
19445,0.9,2.15,100
19446,0.9,2.2,100
19447,0.9500000000000001,2.25,100
19448,0.9500000000000001,2.3000000000000003,100
19449,1.0,2.35,100
19450,1.0,2.4000000000000004,100
19451,1.05,2.4000000000000004,100
19452,1.05,2.45,100
19453,1.1,2.5,0
19454,0.55,1.6,100
19455,0.6000000000000001,1.6500000000000001,100
19456,0.6000000000000001,1.7000000000000002,100
19457,0.65,1.7000000000000002,100
19458,0.65,1.75,100
19459,0.7000000000000001,1.8,100
19460,0.7000000000000001,1.85,100
19461,0.75,1.9000000000000001,100
19462,0.75,1.9500000000000002,100
19463,0.8,2.0,100
19464,0.8,2.0500000000000003,100
19465,0.8500000000000001,2.1,100
19466,0.8500000000000001,2.15,100
19467,0.9,2.2,100
19468,0.9,2.25,100
19469,0.9500000000000001,2.3000000000000003,100
19470,0.9500000000000001,2.3000000000000003,100
19471,1.0,2.35,100
19472,1.0,2.4000000000000004,100
19473,1.05,2.45,100
19474,1.05,2.5,0
19475,0.55,1.6,100
19476,0.6000000000000001,1.6500000000000001,100
19477,0.6000000000000001,1.7000000000000002,100
19478,0.65,1.75,100
19479,0.65,1.75,100
19480,0.7000000000000001,1.8,100
19481,0.7000000000000001,1.85,100
19482,0.75,1.9000000000000001,100
19483,0.75,1.9500000000000002,100
19484,0.8,2.0,100
19485,0.8,2.0500000000000003,100
19486,0.8500000000000001,2.1,100
19487,0.8500000000000001,2.15,100
19488,0.9,2.2,100
19489,0.9,2.25,100
19490,0.9,2.3000000000000003,100
19491,0.9500000000000001,2.35,100
19492,0.9500000000000001,2.4000000000000004,100
19493,1.0,2.4000000000000004,100
19494,1.0,2.45,100
19495,1.05,2.5,0
19496,0.55,1.6,100
19497,0.6000000000000001,1.6500000000000001,100
19498,0.6000000000000001,1.7000000000000002,100
19499,0.65,1.7000000000000002,100
19500,0.65,1.75,100
19501,0.7000000000000001,1.8,100
19502,0.7000000000000001,1.85,100
19503,0.7000000000000001,1.9000000000000001,100
19504,0.75,1.9500000000000002,100
19505,0.75,2.0,100
19506,0.8,2.0500000000000003,100
19507,0.8,2.1,100
19508,0.8500000000000001,2.15,100
19509,0.8500000000000001,2.2,100
19510,0.9,2.2,100
19511,0.9,2.25,100
19512,0.9,2.3000000000000003,100
19513,0.9500000000000001,2.35,100
19514,0.9500000000000001,2.4000000000000004,100
19515,1.0,2.45,100
19516,1.0,2.5,0
19517,0.55,1.6,100
19518,0.6000000000000001,1.6500000000000001,100
19519,0.6000000000000001,1.7000000000000002,100
19520,0.65,1.75,100
19521,0.65,1.75,100
19522,0.7000000000000001,1.8,100
19523,0.7000000000000001,1.85,100
19524,0.7000000000000001,1.9000000000000001,100
19525,0.75,1.9500000000000002,100
19526,0.75,2.0,100
19527,0.8,2.0500000000000003,100
19528,0.8,2.1,100
19529,0.8500000000000001,2.15,100
19530,0.8500000000000001,2.2,100
19531,0.8500000000000001,2.25,100
19532,0.9,2.3000000000000003,100
19533,0.9,2.35,100
19534,0.9500000000000001,2.4000000000000004,100
19535,0.9500000000000001,2.4000000000000004,100
19536,0.9500000000000001,2.45,100
19537,1.0,2.5,0
19538,0.55,1.6,100
19539,0.6000000000000001,1.6500000000000001,100
19540,0.6000000000000001,1.7000000000000002,100
19541,0.65,1.75,100
19542,0.65,1.8,100
19543,0.65,1.8,100
19544,0.7000000000000001,1.85,100
19545,0.7000000000000001,1.9000000000000001,100
19546,0.75,1.9500000000000002,100
19547,0.75,2.0,100
19548,0.75,2.0500000000000003,100
19549,0.8,2.1,100
19550,0.8,2.15,100
19551,0.8500000000000001,2.2,100
19552,0.8500000000000001,2.25,100
19553,0.8500000000000001,2.3000000000000003,100
19554,0.9,2.35,100
19555,0.9,2.4000000000000004,100
19556,0.9500000000000001,2.4000000000000004,100
19557,0.9500000000000001,2.45,100
19558,1.0,2.5,0
19559,0.55,1.6,100
19560,0.6000000000000001,1.6500000000000001,100
19561,0.6000000000000001,1.7000000000000002,100
19562,0.6000000000000001,1.75,100
19563,0.65,1.75,100
19564,0.65,1.8,100
19565,0.7000000000000001,1.85,100
19566,0.7000000000000001,1.9000000000000001,100
19567,0.7000000000000001,1.9500000000000002,100
19568,0.75,2.0,100
19569,0.75,2.0500000000000003,100
19570,0.8,2.1,100
19571,0.8,2.15,100
19572,0.8,2.2,100
19573,0.8500000000000001,2.25,100
19574,0.8500000000000001,2.3000000000000003,100
19575,0.9,2.35,100
19576,0.9,2.35,100
19577,0.9,2.4000000000000004,100
19578,0.9500000000000001,2.45,100
19579,0.9500000000000001,2.5,0
19580,0.55,1.6,100
19581,0.6000000000000001,1.6500000000000001,100
19582,0.6000000000000001,1.7000000000000002,100
19583,0.6000000000000001,1.75,100
19584,0.65,1.8,100
19585,0.65,1.85,100
19586,0.7000000000000001,1.9000000000000001,100
19587,0.7000000000000001,1.9500000000000002,100
19588,0.7000000000000001,2.0,100
19589,0.75,2.0500000000000003,100
19590,0.75,2.0500000000000003,100
19591,0.8,2.1,100
19592,0.8,2.15,100
19593,0.8,2.2,100
19594,0.8500000000000001,2.25,100
19595,0.8500000000000001,2.3000000000000003,100
19596,0.9,2.35,100
19597,0.9,2.4000000000000004,100
19598,0.9,2.45,100
19599,0.9500000000000001,2.5,0
19600,0.55,1.6,100
19601,0.6000000000000001,1.6500000000000001,100
19602,0.6000000000000001,1.7000000000000002,100
19603,0.6000000000000001,1.75,100
19604,0.65,1.8,100
19605,0.65,1.85,100
19606,0.7000000000000001,1.9000000000000001,100
19607,0.7000000000000001,1.9500000000000002,100
19608,0.7000000000000001,2.0,100
19609,0.75,2.0500000000000003,100
19610,0.75,2.0500000000000003,100
19611,0.75,2.1,100
19612,0.8,2.15,100
19613,0.8,2.2,100
19614,0.8,2.25,100
19615,0.8500000000000001,2.3000000000000003,100
19616,0.8500000000000001,2.35,100
19617,0.9,2.4000000000000004,100
19618,0.9,2.45,100
19619,0.9,2.5,0
19620,0.55,1.6,100
19621,0.6000000000000001,1.6500000000000001,100
19622,0.6000000000000001,1.7000000000000002,100
19623,0.6000000000000001,1.75,100
19624,0.65,1.8,100
19625,0.65,1.85,100
19626,0.65,1.9000000000000001,100
19627,0.7000000000000001,1.9500000000000002,100
19628,0.7000000000000001,2.0,100
19629,0.7000000000000001,2.0500000000000003,100
19630,0.75,2.1,100
19631,0.75,2.15,100
19632,0.8,2.2,100
19633,0.8,2.2,100
19634,0.8,2.25,100
19635,0.8500000000000001,2.3000000000000003,100
19636,0.8500000000000001,2.35,100
19637,0.8500000000000001,2.4000000000000004,100
19638,0.9,2.45,100
19639,0.9,2.5,0
19640,0.55,1.6,100
19641,0.6000000000000001,1.6500000000000001,100
19642,0.6000000000000001,1.7000000000000002,100
19643,0.6000000000000001,1.75,100
19644,0.65,1.8,100
19645,0.65,1.85,100
19646,0.65,1.9000000000000001,100
19647,0.7000000000000001,1.9500000000000002,100
19648,0.7000000000000001,2.0,100
19649,0.7000000000000001,2.0500000000000003,100
19650,0.75,2.1,100
19651,0.75,2.15,100
19652,0.75,2.15,100
19653,0.8,2.2,100
19654,0.8,2.25,100
19655,0.8,2.3000000000000003,100
19656,0.8500000000000001,2.35,100
19657,0.8500000000000001,2.4000000000000004,100
19658,0.8500000000000001,2.45,100
19659,0.9,2.5,0
19660,0.55,1.6,100
19661,0.6000000000000001,1.6500000000000001,100
19662,0.6000000000000001,1.7000000000000002,100
19663,0.6000000000000001,1.75,100
19664,0.65,1.8,100
19665,0.65,1.85,100
19666,0.65,1.9000000000000001,100
19667,0.65,1.9500000000000002,100
19668,0.7000000000000001,2.0,100
19669,0.7000000000000001,2.0500000000000003,100
19670,0.7000000000000001,2.1,100
19671,0.75,2.15,100
19672,0.75,2.2,100
19673,0.75,2.2,100
19674,0.8,2.25,100
19675,0.8,2.3000000000000003,100
19676,0.8,2.35,100
19677,0.8500000000000001,2.4000000000000004,100
19678,0.8500000000000001,2.45,100
19679,0.8500000000000001,2.5,0
19680,0.55,1.6,100
19681,0.6000000000000001,1.6500000000000001,100
19682,0.6000000000000001,1.7000000000000002,100
19683,0.6000000000000001,1.75,100
19684,0.6000000000000001,1.8,100
19685,0.65,1.85,100
19686,0.65,1.9000000000000001,100
19687,0.65,1.9500000000000002,100
19688,0.7000000000000001,2.0,100
19689,0.7000000000000001,2.0500000000000003,100
19690,0.7000000000000001,2.1,100
19691,0.75,2.15,100
19692,0.75,2.2,100
19693,0.75,2.25,100
19694,0.75,2.3000000000000003,100
19695,0.8,2.35,100
19696,0.8,2.4000000000000004,100
19697,0.8,2.45,100
19698,0.8500000000000001,2.5,100
19699,0.8500000000000001,2.5500000000000003,0
19700,0.55,1.6,100
19701,0.55,1.6500000000000001,100
19702,0.6000000000000001,1.7000000000000002,100
19703,0.6000000000000001,1.75,100
19704,0.6000000000000001,1.8,100
19705,0.65,1.85,100
19706,0.65,1.9000000000000001,100
19707,0.65,1.9500000000000002,100
19708,0.65,2.0,100
19709,0.7000000000000001,2.0500000000000003,100
19710,0.7000000000000001,2.1,100
19711,0.7000000000000001,2.1,100
19712,0.75,2.15,100
19713,0.75,2.2,100
19714,0.75,2.25,100
19715,0.75,2.3000000000000003,100
19716,0.8,2.35,100
19717,0.8,2.4000000000000004,100
19718,0.8,2.45,100
19719,0.8,2.5,0
19720,0.55,1.6,100
19721,0.6000000000000001,1.6500000000000001,100
19722,0.6000000000000001,1.7000000000000002,100
19723,0.6000000000000001,1.75,100
19724,0.6000000000000001,1.8,100
19725,0.65,1.85,100
19726,0.65,1.9000000000000001,100
19727,0.65,1.9500000000000002,100
19728,0.65,2.0,100
19729,0.7000000000000001,2.0500000000000003,100
19730,0.7000000000000001,2.1,100
19731,0.7000000000000001,2.15,100
19732,0.7000000000000001,2.2,100
19733,0.75,2.25,100
19734,0.75,2.3000000000000003,100
19735,0.75,2.35,100
19736,0.75,2.4000000000000004,100
19737,0.8,2.45,100
19738,0.8,2.5,0
19739,0.55,1.6,100
19740,0.55,1.6500000000000001,100
19741,0.6000000000000001,1.7000000000000002,100
19742,0.6000000000000001,1.75,100
19743,0.6000000000000001,1.8,100
19744,0.6000000000000001,1.85,100
19745,0.65,1.9000000000000001,100
19746,0.65,1.9500000000000002,100
19747,0.65,2.0,100
19748,0.65,2.0500000000000003,100
19749,0.7000000000000001,2.1,100
19750,0.7000000000000001,2.15,100
19751,0.7000000000000001,2.2,100
19752,0.7000000000000001,2.2,100
19753,0.75,2.25,100
19754,0.75,2.3000000000000003,100
19755,0.75,2.35,100
19756,0.75,2.4000000000000004,100
19757,0.75,2.45,100
19758,0.8,2.5,0
19759,0.55,1.6,100
19760,0.55,1.6500000000000001,100
19761,0.6000000000000001,1.7000000000000002,100
19762,0.6000000000000001,1.75,100
19763,0.6000000000000001,1.8,100
19764,0.6000000000000001,1.85,100
19765,0.65,1.9000000000000001,100
19766,0.65,1.9500000000000002,100
19767,0.65,2.0,100
19768,0.65,2.0500000000000003,100
19769,0.7000000000000001,2.1,100
19770,0.7000000000000001,2.15,100
19771,0.7000000000000001,2.2,100
19772,0.7000000000000001,2.25,100
19773,0.7000000000000001,2.3000000000000003,100
19774,0.75,2.35,100
19775,0.75,2.4000000000000004,100
19776,0.75,2.45,100
19777,0.75,2.5,0
19778,0.55,1.6,100
19779,0.55,1.6500000000000001,100
19780,0.6000000000000001,1.7000000000000002,100
19781,0.6000000000000001,1.75,100
19782,0.6000000000000001,1.8,100
19783,0.6000000000000001,1.85,100
19784,0.6000000000000001,1.9000000000000001,100
19785,0.65,1.9500000000000002,100
19786,0.65,2.0,100
19787,0.65,2.0500000000000003,100
19788,0.65,2.1,100
19789,0.7000000000000001,2.15,100
19790,0.7000000000000001,2.2,100
19791,0.7000000000000001,2.25,100
19792,0.7000000000000001,2.3000000000000003,100
19793,0.7000000000000001,2.35,100
19794,0.75,2.4000000000000004,100
19795,0.75,2.45,100
19796,0.75,2.5,0
19797,0.55,1.6,100
19798,0.55,1.6500000000000001,100
19799,0.6000000000000001,1.7000000000000002,100
19800,0.6000000000000001,1.75,100
19801,0.6000000000000001,1.8,100
19802,0.6000000000000001,1.85,100
19803,0.6000000000000001,1.9000000000000001,100
19804,0.65,1.9500000000000002,100
19805,0.65,2.0,100
19806,0.65,2.0500000000000003,100
19807,0.65,2.1,100
19808,0.65,2.15,100
19809,0.65,2.2,100
19810,0.7000000000000001,2.25,100
19811,0.7000000000000001,2.3000000000000003,100
19812,0.7000000000000001,2.35,100
19813,0.7000000000000001,2.4000000000000004,100
19814,0.7000000000000001,2.45,100
19815,0.75,2.5,0
19816,0.55,1.6,100
19817,0.55,1.6500000000000001,100
19818,0.55,1.7000000000000002,100
19819,0.6000000000000001,1.75,100
19820,0.6000000000000001,1.8,100
19821,0.6000000000000001,1.85,100
19822,0.6000000000000001,1.9000000000000001,100
19823,0.6000000000000001,1.9500000000000002,100
19824,0.65,2.0,100
19825,0.65,2.0500000000000003,100
19826,0.65,2.1,100
19827,0.65,2.15,100
19828,0.65,2.2,100
19829,0.65,2.25,100
19830,0.7000000000000001,2.3000000000000003,100
19831,0.7000000000000001,2.35,100
19832,0.7000000000000001,2.4000000000000004,100
19833,0.7000000000000001,2.45,100
19834,0.7000000000000001,2.5,0
19835,0.55,1.6,100
19836,0.55,1.6500000000000001,100
19837,0.55,1.7000000000000002,100
19838,0.6000000000000001,1.75,100
19839,0.6000000000000001,1.8,100
19840,0.6000000000000001,1.85,100
19841,0.6000000000000001,1.9000000000000001,100
19842,0.6000000000000001,1.9500000000000002,100
19843,0.6000000000000001,2.0,100
19844,0.65,2.0500000000000003,100
19845,0.65,2.1,100
19846,0.65,2.15,100
19847,0.65,2.2,100
19848,0.65,2.25,100
19849,0.65,2.3000000000000003,100
19850,0.7000000000000001,2.35,100
19851,0.7000000000000001,2.4000000000000004,100
19852,0.7000000000000001,2.5,100
19853,0.7000000000000001,2.5500000000000003,0
19854,0.55,1.6,100
19855,0.55,1.6500000000000001,100
19856,0.55,1.7000000000000002,100
19857,0.6000000000000001,1.75,100
19858,0.6000000000000001,1.8,100
19859,0.6000000000000001,1.85,100
19860,0.6000000000000001,1.9000000000000001,100
19861,0.6000000000000001,1.9500000000000002,100
19862,0.6000000000000001,2.0,100
19863,0.6000000000000001,2.0500000000000003,100
19864,0.6000000000000001,2.1,100
19865,0.65,2.15,100
19866,0.65,2.2,100
19867,0.65,2.25,100
19868,0.65,2.3000000000000003,100
19869,0.65,2.35,100
19870,0.65,2.4000000000000004,100
19871,0.65,2.45,100
19872,0.7000000000000001,2.5,0
19873,0.55,1.6,100
19874,0.55,1.6500000000000001,100
19875,0.55,1.7000000000000002,100
19876,0.55,1.75,100
19877,0.6000000000000001,1.8,100
19878,0.6000000000000001,1.85,100
19879,0.6000000000000001,1.9000000000000001,100
19880,0.6000000000000001,1.9500000000000002,100
19881,0.6000000000000001,2.0,100
19882,0.6000000000000001,2.0500000000000003,100
19883,0.6000000000000001,2.1,100
19884,0.6000000000000001,2.15,100
19885,0.6000000000000001,2.2,100
19886,0.65,2.25,100
19887,0.65,2.3000000000000003,100
19888,0.65,2.35,100
19889,0.65,2.4000000000000004,100
19890,0.65,2.45,100
19891,0.65,2.5,0
19892,0.55,1.6,100
19893,0.55,1.6500000000000001,100
19894,0.55,1.7000000000000002,100
19895,0.55,1.75,100
19896,0.55,1.8,100
19897,0.6000000000000001,1.85,100
19898,0.6000000000000001,1.9000000000000001,100
19899,0.6000000000000001,1.9500000000000002,100
19900,0.6000000000000001,2.0,100
19901,0.6000000000000001,2.0500000000000003,100
19902,0.6000000000000001,2.1,100
19903,0.6000000000000001,2.15,100
19904,0.6000000000000001,2.2,100
19905,0.6000000000000001,2.25,100
19906,0.6000000000000001,2.3000000000000003,100
19907,0.65,2.35,100
19908,0.65,2.4000000000000004,100
19909,0.65,2.45,100
19910,0.65,2.5,0
19911,0.55,1.6,100
19912,0.55,1.6500000000000001,100
19913,0.55,1.7000000000000002,100
19914,0.55,1.75,100
19915,0.55,1.8,100
19916,0.55,1.85,100
19917,0.6000000000000001,1.9000000000000001,100
19918,0.6000000000000001,1.9500000000000002,100
19919,0.6000000000000001,2.0,100
19920,0.6000000000000001,2.0500000000000003,100
19921,0.6000000000000001,2.1,100
19922,0.6000000000000001,2.15,100
19923,0.6000000000000001,2.2,100
19924,0.6000000000000001,2.25,100
19925,0.6000000000000001,2.3000000000000003,100
19926,0.6000000000000001,2.35,100
19927,0.6000000000000001,2.4000000000000004,100
19928,0.6000000000000001,2.45,100
19929,0.65,2.5,0
19930,0.55,1.6,100
19931,0.55,1.6500000000000001,100
19932,0.55,1.7000000000000002,100
19933,0.55,1.75,100
19934,0.55,1.8,100
19935,0.55,1.85,100
19936,0.55,1.9000000000000001,100
19937,0.55,1.9500000000000002,100
19938,0.6000000000000001,2.0,100
19939,0.6000000000000001,2.0500000000000003,100
19940,0.6000000000000001,2.1,100
19941,0.6000000000000001,2.15,100
19942,0.6000000000000001,2.2,100
19943,0.6000000000000001,2.25,100
19944,0.6000000000000001,2.3000000000000003,100
19945,0.6000000000000001,2.35,100
19946,0.6000000000000001,2.4000000000000004,100
19947,0.6000000000000001,2.45,100
19948,0.6000000000000001,2.5,0
19949,0.55,1.6,100
19950,0.55,1.6500000000000001,100
19951,0.55,1.7000000000000002,100
19952,0.55,1.75,100
19953,0.55,1.8,100
19954,0.55,1.85,100
19955,0.55,1.9000000000000001,100
19956,0.55,1.9500000000000002,100
19957,0.55,2.0,100
19958,0.55,2.0500000000000003,100
19959,0.55,2.1,100
19960,0.6000000000000001,2.15,100
19961,0.6000000000000001,2.2,100
19962,0.6000000000000001,2.25,100
19963,0.6000000000000001,2.3000000000000003,100
19964,0.6000000000000001,2.35,100
19965,0.6000000000000001,2.4000000000000004,100
19966,0.6000000000000001,2.45,100
19967,0.6000000000000001,2.5,0
19968,0.55,1.6,100
19969,0.55,1.6500000000000001,100
19970,0.55,1.7000000000000002,100
19971,0.55,1.75,100
19972,0.55,1.8,100
19973,0.55,1.85,100
19974,0.55,1.9000000000000001,100
19975,0.55,1.9500000000000002,100
19976,0.55,2.0,100
19977,0.55,2.0500000000000003,100
19978,0.55,2.1,100
19979,0.55,2.15,100
19980,0.55,2.2,100
19981,0.55,2.25,100
19982,0.55,2.3000000000000003,100
19983,0.55,2.35,100
19984,0.55,2.4000000000000004,100
19985,0.6000000000000001,2.5,100
19986,0.6000000000000001,2.5500000000000003,0
19987,0.55,1.6,100
19988,0.55,1.6500000000000001,100
19989,0.55,1.7000000000000002,100
19990,0.55,1.75,100
19991,0.55,1.8,100
19992,0.55,1.85,100
19993,0.55,1.9000000000000001,100
19994,0.55,1.9500000000000002,100
19995,0.55,2.0,100
19996,0.55,2.0500000000000003,100
19997,0.55,2.1,100
19998,0.55,2.15,100
19999,0.55,2.2,100
20000,0.55,2.25,100
20001,0.55,2.3000000000000003,100
20002,0.55,2.35,100
20003,0.55,2.4000000000000004,100
20004,0.55,2.45,100
20005,0.55,2.5,0
20006,0.55,1.6,100
20007,0.55,1.6500000000000001,100
20008,0.55,1.7000000000000002,100
20009,0.55,1.75,100
20010,0.55,1.8,100
20011,0.55,1.85,100
20012,0.55,1.9000000000000001,100
20013,0.55,1.9500000000000002,100
20014,0.55,2.0,100
20015,0.55,2.0500000000000003,100
20016,0.55,2.1,100
20017,0.55,2.15,100
20018,0.55,2.2,100
20019,0.55,2.25,100
20020,0.55,2.3000000000000003,100
20021,0.55,2.35,100
20022,0.55,2.4000000000000004,100
20023,0.55,2.5,100
20024,0.55,2.5500000000000003,0
20025,0.55,1.6,100
20026,0.55,1.6500000000000001,100
20027,0.55,1.7000000000000002,100
20028,0.55,1.75,100
20029,0.55,1.8,100
20030,0.55,1.85,100
20031,0.55,1.9000000000000001,100
20032,0.55,1.9500000000000002,100
20033,0.55,2.0,100
20034,0.55,2.0500000000000003,100
20035,0.55,2.1,100
20036,0.55,2.15,100
20037,0.55,2.2,100
20038,0.55,2.25,100
20039,0.55,2.3000000000000003,100
20040,0.55,2.35,100
20041,0.55,2.4000000000000004,100
20042,0.55,2.45,100
20043,0.55,2.5,0
20044,0.55,1.6,100
20045,0.55,1.6500000000000001,100
20046,0.55,1.7000000000000002,100
20047,0.55,1.75,100
20048,0.55,1.8,100
20049,0.55,1.85,100
20050,0.55,1.9000000000000001,100
20051,0.55,1.9500000000000002,100
20052,0.55,2.0,100
20053,0.55,2.0500000000000003,100
20054,0.55,2.1,100
20055,0.5,2.15,100
20056,0.5,2.2,100
20057,0.5,2.25,100
20058,0.5,2.3000000000000003,100
20059,0.5,2.35,100
20060,0.5,2.4000000000000004,100
20061,0.5,2.45,100
20062,0.5,2.5,0
20063,0.55,1.6,100
20064,0.55,1.6500000000000001,100
20065,0.55,1.7000000000000002,100
20066,0.55,1.75,100
20067,0.55,1.8,100
20068,0.55,1.85,100
20069,0.55,1.9000000000000001,100
20070,0.5,1.9500000000000002,100
20071,0.5,2.0,100
20072,0.5,2.0500000000000003,100
20073,0.5,2.1,100
20074,0.5,2.15,100
20075,0.5,2.2,100
20076,0.5,2.25,100
20077,0.5,2.3000000000000003,100
20078,0.5,2.35,100
20079,0.5,2.4000000000000004,100
20080,0.5,2.5,100
20081,0.5,2.5500000000000003,0
20082,0.55,1.6,100
20083,0.55,1.6500000000000001,100
20084,0.55,1.7000000000000002,100
20085,0.55,1.75,100
20086,0.55,1.8,100
20087,0.5,1.85,100
20088,0.5,1.9000000000000001,100
20089,0.5,1.9500000000000002,100
20090,0.5,2.0,100
20091,0.5,2.0500000000000003,100
20092,0.5,2.1,100
20093,0.5,2.15,100
20094,0.5,2.2,100
20095,0.5,2.25,100
20096,0.5,2.3000000000000003,100
20097,0.5,2.35,100
20098,0.5,2.4000000000000004,100
20099,0.5,2.45,100
20100,0.5,2.5,0
20101,0.55,1.6,100
20102,0.55,1.6500000000000001,100
20103,0.55,1.7000000000000002,100
20104,0.55,1.75,100
20105,0.5,1.8,100
20106,0.5,1.85,100
20107,0.5,1.9000000000000001,100
20108,0.5,1.9500000000000002,100
20109,0.5,2.0,100
20110,0.5,2.0500000000000003,100
20111,0.5,2.1,100
20112,0.5,2.15,100
20113,0.5,2.2,100
20114,0.5,2.25,100
20115,0.5,2.3000000000000003,100
20116,0.45,2.35,100
20117,0.45,2.4000000000000004,100
20118,0.45,2.45,100
20119,0.45,2.5,0
20120,0.55,1.6,100
20121,0.55,1.6500000000000001,100
20122,0.55,1.7000000000000002,100
20123,0.55,1.75,100
20124,0.5,1.8,100
20125,0.5,1.85,100
20126,0.5,1.9000000000000001,100
20127,0.5,1.9500000000000002,100
