,x,y,w
319,0.30000000000000004,2.6,0
320,0.55,1.35,100
321,0.5,1.4000000000000001,100
322,0.5,1.4500000000000002,100
323,0.5,1.5,100
324,0.5,1.55,100
325,0.5,1.6,100
326,0.45,1.6500000000000001,100
327,0.45,1.7000000000000002,100
328,0.45,1.75,100
329,0.45,1.8,100
330,0.4,1.85,100
331,0.4,1.9000000000000001,100
332,0.4,1.9500000000000002,100
333,0.4,2.0,100
334,0.4,2.0500000000000003,100
335,0.35000000000000003,2.1,100
336,0.35000000000000003,2.15,100
337,0.35000000000000003,2.2,100
338,0.35000000000000003,2.25,100
339,0.30000000000000004,2.3000000000000003,100
340,0.30000000000000004,2.35,100
341,0.30000000000000004,2.4000000000000004,100
342,0.30000000000000004,2.45,100
343,0.30000000000000004,2.5,100
344,0.25,2.5500000000000003,0
345,0.55,1.35,100
346,0.5,1.4000000000000001,100
347,0.5,1.4500000000000002,100
348,0.5,1.5,100
349,0.5,1.55,100
350,0.45,1.6,100
351,0.45,1.6500000000000001,100
352,0.45,1.7000000000000002,100
353,0.45,1.75,100
354,0.4,1.8,100
355,0.4,1.85,100
356,0.4,1.9000000000000001,100
357,0.4,1.9500000000000002,100
358,0.35000000000000003,2.0,100
359,0.35000000000000003,2.0500000000000003,100
360,0.35000000000000003,2.1,100
361,0.35000000000000003,2.15,100
362,0.30000000000000004,2.2,100
363,0.30000000000000004,2.25,100
364,0.30000000000000004,2.3000000000000003,100
365,0.30000000000000004,2.35,100
366,0.30000000000000004,2.4000000000000004,100
367,0.25,2.45,100
368,0.25,2.5,100
369,0.25,2.5500000000000003,0
370,0.55,1.35,100
371,0.5,1.4000000000000001,100
372,0.5,1.4500000000000002,100
373,0.5,1.5,100
374,0.5,1.55,100
375,0.45,1.6,100
376,0.45,1.6500000000000001,100
377,0.45,1.7000000000000002,100
378,0.45,1.75,100
379,0.4,1.8,100
380,0.4,1.85,100
381,0.4,1.9000000000000001,100
382,0.35000000000000003,1.9500000000000002,100
383,0.35000000000000003,2.0,100
384,0.35000000000000003,2.0500000000000003,100
385,0.35000000000000003,2.1,100
386,0.30000000000000004,2.15,100
387,0.30000000000000004,2.2,100
388,0.30000000000000004,2.25,100
389,0.30000000000000004,2.3000000000000003,100
390,0.25,2.35,100
391,0.25,2.4000000000000004,100
392,0.25,2.45,100
393,0.25,2.5,100
394,0.2,2.5500000000000003,0
395,0.55,1.35,100
396,0.5,1.4000000000000001,100
397,0.5,1.5,100
398,0.5,1.5,100
399,0.5,1.55,100
400,0.45,1.6,100
401,0.45,1.6500000000000001,100
402,0.45,1.7000000000000002,100
403,0.4,1.75,100
404,0.4,1.8,100
405,0.4,1.85,100
406,0.4,1.9000000000000001,100
407,0.35000000000000003,1.9500000000000002,100
408,0.35000000000000003,2.0,100
409,0.35000000000000003,2.0500000000000003,100
410,0.30000000000000004,2.1,100
411,0.30000000000000004,2.15,100
412,0.30000000000000004,2.2,100
413,0.30000000000000004,2.25,100
414,0.25,2.3000000000000003,100
415,0.25,2.35,100
416,0.25,2.4000000000000004,100
417,0.25,2.45,100
418,0.2,2.5,100
419,0.2,2.5500000000000003,100
420,0.2,2.6,0
421,0.55,1.35,100
422,0.5,1.4000000000000001,100
423,0.5,1.4500000000000002,100
424,0.5,1.5,100
425,0.45,1.55,100
426,0.45,1.6,100
427,0.45,1.6500000000000001,100
428,0.45,1.7000000000000002,100
429,0.4,1.75,100
430,0.4,1.8,100
431,0.4,1.85,100
432,0.35000000000000003,1.9000000000000001,100
433,0.35000000000000003,1.9500000000000002,100
434,0.35000000000000003,2.0,100
435,0.30000000000000004,2.0500000000000003,100
436,0.30000000000000004,2.1,100
437,0.30000000000000004,2.15,100
438,0.30000000000000004,2.2,100
439,0.25,2.25,100
440,0.25,2.3000000000000003,100
441,0.25,2.35,100
442,0.2,2.4000000000000004,100
443,0.2,2.45,100
444,0.2,2.5,100
445,0.2,2.5500000000000003,100
446,0.15000000000000002,2.6,0
447,0.55,1.35,100
448,0.5,1.4000000000000001,100
449,0.5,1.4500000000000002,100
450,0.5,1.5,100
451,0.45,1.55,100
452,0.45,1.6,100
453,0.45,1.6500000000000001,100
454,0.4,1.7000000000000002,100
455,0.4,1.75,100
456,0.4,1.8,100
457,0.4,1.85,100
458,0.35000000000000003,1.9000000000000001,100
459,0.35000000000000003,1.9500000000000002,100
460,0.35000000000000003,2.0,100
461,0.30000000000000004,2.0500000000000003,100
462,0.30000000000000004,2.1,100
463,0.30000000000000004,2.15,100
464,0.25,2.2,100
465,0.25,2.25,100
466,0.25,2.3000000000000003,100
467,0.2,2.35,100
468,0.2,2.4000000000000004,100
469,0.2,2.45,100
470,0.2,2.5,100
471,0.15000000000000002,2.5500000000000003,100
472,0.15000000000000002,2.6,0
473,0.55,1.35,100
474,0.5,1.4000000000000001,100
475,0.5,1.4500000000000002,100
476,0.5,1.5,100
477,0.45,1.55,100
478,0.45,1.6,100
479,0.45,1.6500000000000001,100
480,0.4,1.7000000000000002,100
481,0.4,1.75,100
482,0.4,1.8,100
483,0.35000000000000003,1.85,100
484,0.35000000000000003,1.9000000000000001,100
485,0.35000000000000003,1.9500000000000002,100
486,0.30000000000000004,2.0,100
487,0.30000000000000004,2.0500000000000003,100
488,0.30000000000000004,2.1,100
489,0.25,2.15,100
490,0.25,2.2,100
491,0.25,2.25,100
492,0.2,2.3000000000000003,100
493,0.2,2.35,100
494,0.2,2.4000000000000004,100
495,0.15000000000000002,2.4000000000000004,100
496,0.15000000000000002,2.45,100
497,0.15000000000000002,2.5,100
498,0.1,2.5500000000000003,0
499,0.55,1.35,100
500,0.5,1.4000000000000001,100
501,0.5,1.4500000000000002,100
502,0.5,1.5,100
503,0.45,1.55,100
504,0.45,1.6,100
505,0.4,1.6500000000000001,100
506,0.4,1.7000000000000002,100
507,0.4,1.75,100
508,0.35000000000000003,1.8,100
509,0.35000000000000003,1.85,100
510,0.35000000000000003,1.9000000000000001,100
511,0.30000000000000004,1.9500000000000002,100
512,0.30000000000000004,2.0,100
513,0.30000000000000004,2.0500000000000003,100
514,0.25,2.1,100
515,0.25,2.15,100
516,0.25,2.2,100
517,0.2,2.25,100
518,0.2,2.3000000000000003,100
519,0.2,2.35,100
520,0.15000000000000002,2.4000000000000004,100
521,0.15000000000000002,2.4000000000000004,100
522,0.15000000000000002,2.45,100
523,0.1,2.5,100
524,0.1,2.5500000000000003,0
525,0.5,1.35,100
526,0.5,1.4000000000000001,100
527,0.5,1.4500000000000002,100
528,0.45,1.5,100
529,0.45,1.55,100
530,0.45,1.6,100
531,0.4,1.6500000000000001,100
532,0.4,1.7000000000000002,100
533,0.4,1.75,100
534,0.35000000000000003,1.8,100
535,0.35000000000000003,1.85,100
536,0.35000000000000003,1.9000000000000001,100
537,0.30000000000000004,1.9500000000000002,100
538,0.30000000000000004,2.0,100
539,0.25,2.0500000000000003,100
540,0.25,2.1,100
541,0.25,2.15,100
542,0.2,2.2,100
543,0.2,2.25,100
544,0.2,2.3000000000000003,100
545,0.15000000000000002,2.35,100
546,0.15000000000000002,2.4000000000000004,100
547,0.15000000000000002,2.4000000000000004,100
548,0.1,2.45,100
549,0.1,2.5,100
550,0.05,2.5500000000000003,0
551,0.5,1.35,100
552,0.5,1.4000000000000001,100
553,0.5,1.4500000000000002,100
554,0.45,1.5,100
555,0.45,1.55,100
556,0.45,1.6,100
557,0.4,1.6500000000000001,100
558,0.4,1.7000000000000002,100
559,0.35000000000000003,1.75,100
560,0.35000000000000003,1.8,100
561,0.35000000000000003,1.85,100
562,0.30000000000000004,1.9000000000000001,100
563,0.30000000000000004,1.9500000000000002,100
564,0.30000000000000004,2.0,100
565,0.25,2.0500000000000003,100
566,0.25,2.1,100
567,0.2,2.15,100
568,0.2,2.2,100
569,0.2,2.25,100
570,0.15000000000000002,2.3000000000000003,100
571,0.15000000000000002,2.35,100
572,0.1,2.4000000000000004,100
573,0.1,2.4000000000000004,100
574,0.1,2.45,100
575,0.05,2.5,100
576,0.05,2.5500000000000003,0
577,0.5,1.35,100
578,0.5,1.4000000000000001,100
579,0.5,1.4500000000000002,100
580,0.45,1.5,100
581,0.45,1.55,100
582,0.45,1.6,100
583,0.4,1.6500000000000001,100
584,0.4,1.7000000000000002,100
585,0.35000000000000003,1.75,100
586,0.35000000000000003,1.8,100
587,0.35000000000000003,1.85,100
588,0.30000000000000004,1.9000000000000001,100
589,0.30000000000000004,1.9500000000000002,100
590,0.25,2.0,100
591,0.25,2.0500000000000003,100
592,0.25,2.0500000000000003,100
593,0.2,2.1,100
594,0.2,2.15,100
595,0.2,2.2,100
596,0.15000000000000002,2.25,100
597,0.15000000000000002,2.3000000000000003,100
598,0.1,2.35,100
599,0.1,2.4000000000000004,100
600,0.1,2.45,100
601,0.05,2.5,100
602,0.05,2.5500000000000003,100
603,0.0,2.6,0
604,0.5,1.35,100
605,0.5,1.4000000000000001,100
606,0.5,1.4500000000000002,100
607,0.45,1.5,100
608,0.45,1.55,100
609,0.4,1.6,100
610,0.4,1.6500000000000001,100
611,0.4,1.7000000000000002,100
612,0.35000000000000003,1.75,100
613,0.35000000000000003,1.8,100
614,0.30000000000000004,1.85,100
615,0.30000000000000004,1.9000000000000001,100
616,0.30000000000000004,1.9500000000000002,100
617,0.25,2.0,100
618,0.25,2.0500000000000003,100
619,0.2,2.0500000000000003,100
620,0.2,2.1,100
621,0.15000000000000002,2.15,100
622,0.15000000000000002,2.2,100
623,0.15000000000000002,2.25,100
624,0.1,2.3000000000000003,100
625,0.1,2.35,100
626,0.05,2.4000000000000004,100
627,0.05,2.45,100
628,0.05,2.5,100
629,0.0,2.5500000000000003,100
630,0.0,2.6,0
631,0.5,1.35,100
632,0.5,1.4000000000000001,100
633,0.5,1.4500000000000002,100
634,0.45,1.5,100
635,0.45,1.55,100
636,0.4,1.6,100
637,0.4,1.6500000000000001,100
638,0.35000000000000003,1.7000000000000002,100
639,0.35000000000000003,1.75,100
640,0.35000000000000003,1.8,100
641,0.30000000000000004,1.85,100
642,0.30000000000000004,1.85,100
643,0.25,1.9000000000000001,100
644,0.25,1.9500000000000002,100
645,0.2,2.0,100
646,0.2,2.0500000000000003,100
647,0.2,2.1,100
648,0.15000000000000002,2.15,100
649,0.15000000000000002,2.2,100
650,0.1,2.25,100
651,0.1,2.3000000000000003,100
652,0.1,2.35,100
653,0.05,2.4000000000000004,100
654,0.05,2.45,100
655,0.0,2.5,100
656,0.0,2.5,100
657,-0.05,2.5500000000000003,0
658,0.5,1.35,100
659,0.5,1.4000000000000001,100
660,0.5,1.4500000000000002,100
661,0.45,1.5,100
662,0.45,1.55,100
663,0.4,1.6,100
664,0.4,1.6500000000000001,100
665,0.35000000000000003,1.7000000000000002,100
666,0.35000000000000003,1.75,100
667,0.30000000000000004,1.8,100
668,0.30000000000000004,1.85,100
669,0.30000000000000004,1.85,100
670,0.25,1.9000000000000001,100
671,0.25,1.9500000000000002,100
672,0.2,2.0,100
673,0.2,2.0500000000000003,100
674,0.15000000000000002,2.1,100
675,0.15000000000000002,2.15,100
676,0.1,2.2,100
677,0.1,2.25,100
678,0.1,2.3000000000000003,100
679,0.05,2.35,100
680,0.05,2.4000000000000004,100
681,0.0,2.45,100
682,0.0,2.5,100
683,-0.05,2.5,100
684,-0.05,2.5500000000000003,0
685,0.5,1.35,100
686,0.5,1.4000000000000001,100
687,0.45,1.4500000000000002,100
688,0.45,1.5,100
689,0.45,1.55,100
690,0.4,1.6,100
691,0.4,1.6500000000000001,100
692,0.35000000000000003,1.7000000000000002,100
693,0.35000000000000003,1.75,100
694,0.30000000000000004,1.8,100
695,0.30000000000000004,1.8,100
696,0.25,1.85,100
697,0.25,1.9000000000000001,100
698,0.25,1.9500000000000002,100
699,0.2,2.0,100
700,0.2,2.0500000000000003,100
701,0.15000000000000002,2.1,100
702,0.15000000000000002,2.15,100
703,0.1,2.2,100
704,0.1,2.2,100
705,0.05,2.25,100
706,0.05,2.3000000000000003,100
707,0.0,2.35,100
708,0.0,2.4000000000000004,100
709,0.0,2.45,100
710,-0.05,2.5,100
711,-0.05,2.5500000000000003,100
712,-0.1,2.6,0
713,0.5,1.35,100
714,0.5,1.4000000000000001,100
715,0.45,1.4500000000000002,100
716,0.45,1.5,100
717,0.4,1.55,100
718,0.4,1.6,100
719,0.4,1.6500000000000001,100
720,0.35000000000000003,1.7000000000000002,100
721,0.35000000000000003,1.75,100
722,0.30000000000000004,1.8,100
723,0.30000000000000004,1.8,100
724,0.25,1.85,100
725,0.25,1.9000000000000001,100
726,0.2,1.9500000000000002,100
727,0.2,2.0,100
728,0.15000000000000002,2.0500000000000003,100
729,0.15000000000000002,2.1,100
730,0.1,2.15,100
731,0.1,2.2,100
732,0.05,2.2,100
733,0.05,2.25,100
734,0.0,2.3000000000000003,100
735,0.0,2.35,100
736,0.0,2.4000000000000004,100
737,-0.05,2.45,100
738,-0.05,2.5,100
739,-0.1,2.5500000000000003,100
740,-0.1,2.6,0
741,0.5,1.35,100
742,0.5,1.4000000000000001,100
743,0.45,1.4500000000000002,100
744,0.45,1.5,100
745,0.4,1.55,100
746,0.4,1.6,100
747,0.35000000000000003,1.6500000000000001,100
748,0.35000000000000003,1.7000000000000002,100
749,0.35000000000000003,1.7000000000000002,100
750,0.30000000000000004,1.75,100
751,0.30000000000000004,1.8,100
752,0.25,1.85,100
753,0.25,1.9000000000000001,100
754,0.2,1.9500000000000002,100
755,0.2,2.0,100
756,0.15000000000000002,2.0500000000000003,100
757,0.15000000000000002,2.1,100
758,0.1,2.1,100
759,0.1,2.15,100
760,0.05,2.2,100
761,0.05,2.25,100
762,0.0,2.3000000000000003,100
763,0.0,2.35,100
764,-0.05,2.4000000000000004,100
765,-0.05,2.45,100
766,-0.1,2.5,100
767,-0.1,2.5,100
768,-0.15000000000000002,2.5500000000000003,0
769,0.5,1.35,100
770,0.5,1.4000000000000001,100
771,0.45,1.4500000000000002,100
772,0.45,1.5,100
773,0.4,1.55,100
774,0.4,1.6,100
775,0.35000000000000003,1.6500000000000001,100
776,0.35000000000000003,1.7000000000000002,100
777,0.30000000000000004,1.7000000000000002,100
778,0.30000000000000004,1.75,100
779,0.25,1.8,100
780,0.25,1.85,100
781,0.2,1.9000000000000001,100
782,0.2,1.9500000000000002,100
783,0.15000000000000002,2.0,100
784,0.15000000000000002,2.0500000000000003,100
785,0.1,2.1,100
786,0.1,2.1,100
787,0.05,2.15,100
788,0.05,2.2,100
789,0.0,2.25,100
790,0.0,2.3000000000000003,100
791,-0.05,2.35,100
792,-0.05,2.4000000000000004,100
793,-0.1,2.45,100
794,-0.1,2.5,100
795,-0.15000000000000002,2.5,100
796,-0.15000000000000002,2.5500000000000003,0
797,0.5,1.35,100
798,0.5,1.4000000000000001,100
799,0.45,1.4500000000000002,100
800,0.45,1.5,100
801,0.4,1.55,100
802,0.4,1.6,100
803,0.35000000000000003,1.6500000000000001,100
804,0.35000000000000003,1.7000000000000002,100
805,0.30000000000000004,1.7000000000000002,100
806,0.30000000000000004,1.75,100
807,0.25,1.8,100
808,0.25,1.85,100
809,0.2,1.9000000000000001,100
810,0.15000000000000002,1.9500000000000002,100
811,0.15000000000000002,2.0,100
812,0.1,2.0500000000000003,100
813,0.1,2.1,100
814,0.05,2.1,100
815,0.05,2.15,100
816,0.0,2.2,100
817,0.0,2.25,100
818,-0.05,2.3000000000000003,100
819,-0.05,2.35,100
820,-0.1,2.4000000000000004,100
821,-0.1,2.45,100
822,-0.15000000000000002,2.5,100
823,-0.15000000000000002,2.5,100
824,-0.2,2.5500000000000003,0
825,0.5,1.35,100
826,0.5,1.4000000000000001,100
827,0.45,1.4500000000000002,100
828,0.45,1.5,100
829,0.4,1.55,100
830,0.4,1.6,100
831,0.35000000000000003,1.6500000000000001,100
832,0.35000000000000003,1.7000000000000002,100
833,0.30000000000000004,1.7000000000000002,100
834,0.30000000000000004,1.75,100
835,0.25,1.8,100
836,0.2,1.85,100
837,0.2,1.9000000000000001,100
838,0.15000000000000002,1.9500000000000002,100
839,0.15000000000000002,2.0,100
840,0.1,2.0,100
841,0.1,2.0500000000000003,100
842,0.05,2.1,100
843,0.05,2.15,100
844,0.0,2.2,100
845,0.0,2.25,100
846,-0.05,2.3000000000000003,100
847,-0.05,2.3000000000000003,100
848,-0.1,2.35,100
849,-0.15000000000000002,2.4000000000000004,100
850,-0.15000000000000002,2.45,100
851,-0.2,2.5,100
852,-0.2,2.5500000000000003,100
853,-0.25,2.6,0
854,0.5,1.35,100
855,0.5,1.4000000000000001,100
856,0.45,1.4500000000000002,100
857,0.45,1.5,100
858,0.4,1.55,100
859,0.35000000000000003,1.6,100
860,0.35000000000000003,1.6,100
861,0.30000000000000004,1.7000000000000002,100
862,0.30000000000000004,1.7000000000000002,100
863,0.25,1.75,100
864,0.25,1.8,100
865,0.2,1.85,100
866,0.2,1.9000000000000001,100
867,0.15000000000000002,1.9500000000000002,100
868,0.1,2.0,100
869,0.1,2.0,100
870,0.05,2.0500000000000003,100
871,0.05,2.1,100
872,0.0,2.15,100
873,0.0,2.2,100
874,-0.05,2.25,100
875,-0.05,2.3000000000000003,100
876,-0.1,2.3000000000000003,100
877,-0.15000000000000002,2.35,100
878,-0.15000000000000002,2.4000000000000004,100
879,-0.2,2.45,100
880,-0.2,2.5,100
881,-0.25,2.5500000000000003,100
882,-0.25,2.6,0
883,0.5,1.35,100
884,0.5,1.4000000000000001,100
885,0.45,1.4500000000000002,100
886,0.45,1.5,100
887,0.4,1.55,100
888,0.4,1.55,100
889,0.35000000000000003,1.6,100
890,0.30000000000000004,1.6500000000000001,100
891,0.30000000000000004,1.7000000000000002,100
892,0.25,1.75,100
893,0.25,1.8,100
894,0.2,1.85,100
895,0.2,1.85,100
896,0.15000000000000002,1.9000000000000001,100
897,0.1,1.9500000000000002,100
898,0.1,2.0,100
899,0.05,2.0500000000000003,100
900,0.05,2.1,100
901,0.0,2.1,100
902,0.0,2.15,100
903,-0.05,2.2,100
904,-0.05,2.25,100
905,-0.1,2.3000000000000003,100
906,-0.15000000000000002,2.35,100
907,-0.15000000000000002,2.35,100
908,-0.2,2.4000000000000004,100
909,-0.2,2.45,100
910,-0.25,2.5,100
911,-0.25,2.5500000000000003,100
912,-0.30000000000000004,2.6,0
913,0.5,1.35,100
914,0.5,1.4000000000000001,100
915,0.45,1.4500000000000002,100
916,0.45,1.5,100
917,0.4,1.55,100
918,0.35000000000000003,1.55,100
919,0.35000000000000003,1.6,100
920,0.30000000000000004,1.6500000000000001,100
921,0.30000000000000004,1.7000000000000002,100
922,0.25,1.75,100
923,0.25,1.8,100
